,Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,RainfallTomorrow
9712,2017-04-12,Canberra,5.3,20.8,0.0,,,E,35.0,S,NNE,13.0,11.0,69.0,58.0,1025.0,1022.3,,6.0,14.3,18.3,No,No,0.2
9713,2017-04-13,Canberra,4.7,19.7,0.2,,,NNW,22.0,SW,NW,4.0,11.0,79.0,57.0,1025.1,1021.0,5.0,4.0,12.2,18.7,No,No,0.0
9714,2017-04-14,Canberra,2.1,22.5,0.0,,,W,35.0,ENE,NW,4.0,17.0,80.0,38.0,1023.7,1018.8,,,10.0,22.0,No,No,0.2
9715,2017-04-15,Canberra,5.5,20.0,0.2,,,N,26.0,SSE,NNW,6.0,19.0,82.0,43.0,1021.8,1018.1,8.0,,10.8,19.2,No,No,0.0
9716,2017-04-16,Canberra,1.1,20.9,0.0,,,WSW,28.0,SSW,W,7.0,15.0,77.0,41.0,1020.8,1018.4,,6.0,10.3,20.2,No,No,0.0
9717,2017-04-17,Canberra,6.3,22.5,0.0,,,NNW,26.0,,NW,0.0,13.0,79.0,42.0,1024.4,1021.2,,,13.5,22.5,No,No,0.0
9718,2017-04-18,Canberra,10.1,24.5,0.0,,,N,46.0,S,SSE,7.0,7.0,83.0,28.0,1027.4,1024.8,6.0,,14.8,23.4,No,Yes,4.0
9719,2017-04-19,Canberra,9.2,21.5,4.0,,,ENE,31.0,SW,ENE,2.0,20.0,81.0,50.0,1032.1,1028.4,,,14.6,20.5,Yes,No,0.0
9720,2017-04-20,Canberra,6.6,22.7,0.0,,,NW,20.0,ESE,NW,9.0,9.0,97.0,44.0,1031.2,1026.4,8.0,,12.9,22.1,No,No,0.0
9721,2017-04-21,Canberra,7.4,19.9,0.0,,,W,24.0,SSW,WNW,2.0,15.0,82.0,57.0,1028.1,1024.9,8.0,6.0,13.3,19.0,No,No,0.0
9722,2017-04-22,Canberra,11.2,21.5,0.0,,,WNW,24.0,S,WNW,9.0,11.0,87.0,49.0,1026.7,1022.6,8.0,,14.1,20.9,No,No,0.0
9723,2017-04-23,Canberra,4.7,22.6,0.0,,,W,20.0,N,WSW,6.0,9.0,79.0,36.0,1025.3,1021.3,,,13.1,22.1,No,No,0.0
9724,2017-04-24,Canberra,8.2,22.4,0.0,,,NW,26.0,S,WNW,6.0,13.0,99.0,48.0,1023.4,1018.0,8.0,4.0,11.7,21.5,No,Yes,2.2
9725,2017-04-25,Canberra,10.6,17.2,2.2,,,NNW,54.0,NNE,NW,6.0,33.0,90.0,87.0,1011.8,1007.0,8.0,8.0,15.4,16.6,Yes,Yes,5.8
9726,2017-04-26,Canberra,11.0,13.5,5.8,,,WNW,37.0,WNW,NW,20.0,9.0,84.0,74.0,1005.8,1005.2,7.0,8.0,11.8,12.5,Yes,Yes,4.0
9727,2017-04-27,Canberra,2.7,13.9,4.0,,,S,43.0,S,S,26.0,22.0,62.0,49.0,1016.9,1016.1,,,8.9,13.8,Yes,No,0.0
9728,2017-04-28,Canberra,-1.8,16.5,0.0,,,WNW,28.0,,NNW,0.0,11.0,68.0,43.0,1023.5,1020.7,,,7.4,16.0,No,No,0.0
9729,2017-04-29,Canberra,-1.4,17.1,0.0,,,N,22.0,N,NW,6.0,13.0,99.0,52.0,1022.2,1019.3,8.0,,4.5,16.5,No,No,0.0
9730,2017-04-30,Canberra,3.1,18.9,0.0,,,NW,19.0,W,NNE,2.0,11.0,87.0,47.0,1023.6,1020.4,,,10.3,18.5,No,No,0.0
9731,2017-05-01,Canberra,1.5,19.9,0.0,,,NNW,48.0,,NW,0.0,24.0,90.0,52.0,1018.4,1015.5,2.0,2.0,8.5,18.6,No,No,0.0
9732,2017-05-02,Canberra,5.2,16.0,0.0,,,NW,37.0,,NW,0.0,24.0,80.0,65.0,1018.7,1017.8,4.0,8.0,10.9,14.7,No,No,0.0
9733,2017-05-03,Canberra,0.6,16.7,0.0,,,SE,31.0,SSE,ENE,20.0,13.0,62.0,43.0,1029.3,1027.6,,7.0,8.0,14.3,No,No,0.0
9734,2017-05-04,Canberra,-0.1,17.6,0.0,,,ENE,24.0,SSE,NNE,6.0,11.0,73.0,46.0,1032.8,1029.3,,3.0,7.9,16.2,No,No,0.0
9735,2017-05-05,Canberra,2.3,19.1,0.0,,,NNW,30.0,,NNW,0.0,19.0,92.0,51.0,1032.0,1027.7,6.0,2.0,9.4,17.6,No,No,0.2
9736,2017-05-06,Canberra,1.8,17.3,0.2,,,NNW,43.0,SSW,NW,7.0,26.0,98.0,70.0,1025.5,1021.6,7.0,5.0,7.9,16.8,No,No,0.0
9737,2017-05-07,Canberra,4.2,15.2,0.0,,,NW,39.0,WNW,N,17.0,20.0,45.0,46.0,1025.5,1024.3,,,10.4,14.2,No,No,0.0
9738,2017-05-08,Canberra,-4.4,15.2,0.0,,,S,31.0,SSE,ESE,6.0,13.0,64.0,45.0,1029.4,1026.3,,4.0,7.6,13.7,No,No,0.0
9739,2017-05-09,Canberra,-1.0,17.7,0.0,,,S,17.0,ESE,SE,6.0,6.0,68.0,33.0,1028.5,1024.4,,,9.2,16.9,No,No,0.0
9740,2017-05-10,Canberra,-2.0,18.5,0.0,,,SW,17.0,ESE,NW,6.0,4.0,81.0,39.0,1026.8,1022.8,,,7.1,17.2,No,No,0.0
9741,2017-05-11,Canberra,-1.7,18.8,0.0,,,WNW,20.0,,WNW,0.0,9.0,76.0,37.0,1026.2,1023.7,,,6.8,17.3,No,No,0.0
9742,2017-05-12,Canberra,-0.6,16.2,0.0,,,NNW,15.0,SSE,W,9.0,7.0,91.0,52.0,1029.1,1024.8,8.0,8.0,5.8,15.8,No,No,0.0
9743,2017-05-13,Canberra,3.4,18.9,0.0,,,ESE,19.0,,NNE,0.0,9.0,85.0,38.0,1025.5,1022.1,1.0,,9.2,18.6,No,No,0.0
9744,2017-05-14,Canberra,7.0,15.9,0.0,,,NW,30.0,SE,SE,11.0,11.0,81.0,82.0,1023.8,1020.7,8.0,8.0,12.7,13.3,No,No,0.6
9745,2017-05-15,Canberra,3.3,17.1,0.6,,,SSW,35.0,,S,0.0,22.0,99.0,45.0,1019.9,1016.3,1.0,,7.4,16.5,No,No,0.0
9746,2017-05-16,Canberra,0.3,16.8,0.0,,,S,28.0,N,W,4.0,9.0,77.0,48.0,1019.6,1017.3,,,7.9,16.4,No,No,0.0
9747,2017-05-17,Canberra,-1.0,16.8,0.0,,,SW,19.0,N,WSW,7.0,9.0,96.0,49.0,1023.9,1021.4,,,4.7,16.1,No,No,0.0
9748,2017-05-18,Canberra,4.6,19.1,0.0,,,ESE,30.0,,ENE,0.0,19.0,79.0,51.0,1027.7,1024.7,1.0,,11.4,18.3,No,No,0.0
9749,2017-05-19,Canberra,9.8,15.9,0.0,,,E,37.0,E,E,13.0,9.0,78.0,87.0,1026.0,1021.3,7.0,8.0,13.9,14.6,No,Yes,31.2
9750,2017-05-20,Canberra,8.8,17.8,31.2,,,SE,33.0,N,NW,4.0,17.0,93.0,63.0,1019.8,1017.2,5.0,1.0,11.3,16.3,Yes,No,0.2
9751,2017-05-21,Canberra,0.7,17.2,0.2,,,NW,26.0,,N,0.0,11.0,99.0,48.0,1023.2,1020.9,4.0,,5.6,16.3,No,No,0.0
9752,2017-05-22,Canberra,0.2,18.1,0.0,,,W,17.0,SSE,WSW,6.0,11.0,87.0,44.0,1026.1,1022.1,,,7.3,17.6,No,No,0.0
9753,2017-05-23,Canberra,1.1,17.6,0.0,,,NW,39.0,,N,0.0,26.0,99.0,63.0,1023.4,1018.1,8.0,,5.6,16.2,No,Yes,1.8
9754,2017-05-24,Canberra,5.5,15.9,1.8,,,WNW,50.0,NNW,WNW,19.0,30.0,84.0,55.0,1015.8,1015.0,,,12.6,14.3,Yes,No,0.0
9755,2017-05-25,Canberra,0.8,12.5,0.0,,,NW,20.0,SE,WSW,9.0,13.0,99.0,77.0,1022.6,1020.0,8.0,,4.4,11.5,No,No,0.0
9756,2017-05-26,Canberra,0.4,16.0,0.0,,,NNW,17.0,ENE,NNW,4.0,11.0,99.0,47.0,1023.9,1021.0,8.0,,4.5,15.7,No,No,0.0
9757,2017-05-27,Canberra,0.7,16.0,0.0,,,NW,30.0,,NW,0.0,15.0,98.0,59.0,1022.6,1017.9,7.0,,8.4,15.2,No,No,0.2
9758,2017-05-28,Canberra,0.0,14.3,0.2,,,NW,61.0,NNW,NW,26.0,33.0,80.0,65.0,1011.6,1009.0,7.0,6.0,10.7,12.3,No,No,0.0
9759,2017-05-29,Canberra,3.3,11.7,0.0,,,WNW,39.0,NW,WNW,22.0,24.0,64.0,50.0,1018.0,1019.0,,,7.0,10.4,No,No,0.0
9760,2017-05-30,Canberra,-4.5,12.6,0.0,,,NW,43.0,E,NW,7.0,31.0,87.0,63.0,1023.1,1021.4,,1.0,2.0,10.9,No,No,0.0
9761,2017-05-31,Canberra,-0.7,11.0,0.0,,,S,50.0,S,S,17.0,33.0,59.0,44.0,1028.2,1027.9,,,6.3,10.1,No,No,0.0
9762,2017-06-01,Canberra,-4.2,13.0,0.0,,,SSE,33.0,N,NW,6.0,9.0,70.0,39.0,1034.9,1033.0,,,5.4,12.4,No,No,0.0
9763,2017-06-02,Canberra,-5.1,12.9,0.0,,,SSW,35.0,,SSE,0.0,17.0,86.0,48.0,1035.9,1033.1,,,2.7,12.0,No,No,0.0
9764,2017-06-03,Canberra,-4.2,15.4,0.0,,,W,19.0,,NNW,0.0,13.0,82.0,51.0,1033.9,1030.6,,1.0,5.4,14.5,No,No,0.2
9765,2017-06-04,Canberra,-3.3,13.9,0.2,,,NNW,20.0,N,NW,4.0,13.0,99.0,50.0,1030.1,1025.6,8.0,,1.2,13.3,No,No,0.0
9766,2017-06-05,Canberra,-3.8,12.7,0.0,,,NNW,24.0,,NNW,0.0,15.0,96.0,55.0,1026.8,1022.8,,,1.4,12.5,No,No,0.2
9767,2017-06-06,Canberra,-3.2,12.8,0.2,,,SSE,56.0,S,S,7.0,22.0,84.0,54.0,1021.6,1020.8,8.0,8.0,5.6,10.1,No,No,0.0
9768,2017-06-07,Canberra,5.6,12.6,0.0,,,S,56.0,S,S,31.0,35.0,68.0,60.0,1026.0,1025.6,,8.0,8.3,12.2,No,No,0.0
9769,2017-06-08,Canberra,5.7,17.2,0.0,,,SSE,22.0,SSE,NW,9.0,11.0,78.0,51.0,1028.3,1025.4,6.0,,10.2,16.4,No,No,0.4
9770,2017-06-09,Canberra,5.5,13.5,0.4,,,SE,33.0,ESE,SE,6.0,17.0,85.0,68.0,1029.8,1030.2,1.0,8.0,9.9,12.0,No,No,0.0
9771,2017-06-10,Canberra,5.1,14.1,0.0,,,SSE,30.0,SSE,SE,13.0,7.0,77.0,64.0,1035.0,1032.9,1.0,7.0,10.2,12.9,No,No,0.0
9772,2017-06-11,Canberra,-0.1,16.0,0.0,,,E,17.0,SSE,WSW,7.0,7.0,99.0,63.0,1031.8,1026.8,8.0,,4.4,15.3,No,No,0.2
9773,2017-06-12,Canberra,-1.7,15.2,0.2,,,W,15.0,,W,0.0,7.0,99.0,57.0,1028.4,1025.5,8.0,1.0,4.2,14.3,No,No,0.0
9774,2017-06-13,Canberra,-3.0,15.7,0.0,,,W,17.0,NNW,WSW,2.0,6.0,88.0,53.0,1032.6,1030.5,,,3.6,15.3,No,No,0.2
9775,2017-06-14,Canberra,-3.1,15.3,0.2,,,NNW,20.0,SSE,NNW,6.0,15.0,99.0,57.0,1033.9,1029.9,8.0,,2.2,14.8,No,No,0.2
9776,2017-06-15,Canberra,-2.8,9.9,0.2,,,NNW,11.0,WSW,SW,7.0,9.0,99.0,71.0,1029.9,1027.0,8.0,8.0,2.5,9.5,No,No,0.2
9777,2017-06-16,Canberra,-2.0,11.5,0.2,,,SW,11.0,SSW,W,6.0,7.0,99.0,70.0,1027.9,1025.2,8.0,8.0,3.0,11.2,No,No,0.0
9778,2017-06-17,Canberra,2.9,13.0,0.0,,,NNW,13.0,SE,SSW,7.0,6.0,89.0,71.0,1026.2,1023.8,8.0,8.0,9.2,12.8,No,No,0.0
9779,2017-06-18,Canberra,0.8,15.0,0.0,,,SSE,33.0,ESE,SSW,9.0,13.0,80.0,41.0,1029.6,1028.3,,,7.3,14.7,No,No,0.0
9780,2017-06-19,Canberra,-3.6,15.7,0.0,,,NW,15.0,,NW,0.0,7.0,96.0,44.0,1033.7,1030.1,,,2.2,15.5,No,No,0.0
9781,2017-06-20,Canberra,-2.9,13.3,0.0,,,NW,24.0,SSE,WSW,6.0,11.0,99.0,69.0,1031.3,1026.6,7.0,,3.3,12.9,No,No,0.2
9782,2017-06-21,Canberra,-2.4,14.7,0.2,,,WSW,15.0,S,SW,6.0,11.0,99.0,50.0,1029.2,1026.5,2.0,,0.1,14.5,No,No,0.0
9783,2017-06-22,Canberra,-0.4,13.9,0.0,,,NW,37.0,NNW,NNW,2.0,22.0,99.0,56.0,1029.9,1025.6,7.0,,4.0,13.3,No,No,0.4
9784,2017-06-23,Canberra,-2.9,13.3,0.4,,,NNW,35.0,N,NNW,7.0,22.0,99.0,54.0,1022.2,1016.6,8.0,,0.1,12.4,No,No,0.0
9785,2017-06-24,Canberra,0.1,14.4,0.0,,,NW,48.0,N,NW,20.0,28.0,68.0,45.0,1017.5,1016.2,,,9.1,13.0,No,No,0.0
9786,2009-01-01,MelbourneAirport,11.2,19.9,0.0,5.6,8.8,SW,69.0,W,SW,33.0,43.0,55.0,37.0,1005.1,1006.4,7.0,7.0,15.9,18.1,No,Yes,1.2
9787,2009-01-02,MelbourneAirport,7.8,17.8,1.2,7.2,12.9,SSE,56.0,SW,SSE,31.0,26.0,50.0,43.0,1018.0,1019.3,6.0,7.0,12.5,15.8,Yes,No,0.0
9788,2009-01-03,MelbourneAirport,6.3,21.1,0.0,6.2,10.5,SSE,31.0,E,S,13.0,19.0,51.0,35.0,1020.8,1017.6,1.0,7.0,13.4,19.6,No,No,0.0
9789,2009-01-04,MelbourneAirport,8.1,29.2,0.0,6.4,12.5,SSE,35.0,NE,SSE,2.0,20.0,67.0,23.0,1016.2,1012.8,5.0,4.0,16.0,28.2,No,No,0.0
9790,2009-01-05,MelbourneAirport,9.7,29.0,0.0,7.4,12.3,SE,33.0,SW,SSE,9.0,20.0,51.0,31.0,1011.9,1010.3,6.0,2.0,19.4,27.1,No,No,0.0
9791,2009-01-06,MelbourneAirport,13.5,31.7,0.0,7.2,13.7,SSE,50.0,NNE,S,11.0,28.0,50.0,34.0,1010.7,1007.7,0.0,1.0,21.3,29.8,No,No,0.2
9792,2009-01-07,MelbourneAirport,15.8,21.4,0.2,8.8,4.4,S,46.0,SSW,SSE,17.0,28.0,98.0,67.0,1010.0,1009.9,8.0,7.0,16.0,19.9,No,No,0.2
9793,2009-01-08,MelbourneAirport,9.7,18.4,0.2,5.2,11.5,SE,56.0,SSW,SSE,28.0,35.0,51.0,42.0,1017.4,1018.9,2.0,5.0,14.5,17.7,No,No,0.0
9794,2009-01-09,MelbourneAirport,10.2,19.7,0.0,5.6,12.6,S,43.0,SSE,S,19.0,28.0,51.0,42.0,1021.4,1018.0,2.0,7.0,14.2,19.3,No,No,0.0
9795,2009-01-10,MelbourneAirport,10.7,23.6,0.0,7.2,10.2,S,43.0,WSW,S,7.0,24.0,76.0,46.0,1013.8,1010.3,7.0,1.0,14.5,21.8,No,No,0.0
9796,2009-01-11,MelbourneAirport,10.7,23.5,0.0,6.6,10.2,S,41.0,SW,SSE,9.0,17.0,77.0,52.0,1012.0,1009.7,8.0,1.0,14.8,23.0,No,No,0.0
9797,2009-01-12,MelbourneAirport,10.4,25.1,0.0,5.2,7.8,SSE,26.0,SSW,SE,11.0,17.0,73.0,47.0,1018.6,1017.4,8.0,5.0,15.3,22.4,No,No,0.0
9798,2009-01-13,MelbourneAirport,11.5,37.1,0.0,6.8,13.5,N,52.0,N,NNW,35.0,22.0,39.0,12.0,1013.8,1010.0,0.0,0.0,25.0,35.1,No,No,0.0
9799,2009-01-14,MelbourneAirport,24.9,33.5,0.0,18.6,12.3,N,57.0,N,S,35.0,24.0,12.0,45.0,1007.5,1009.4,3.0,4.0,31.2,24.8,No,No,0.0
9800,2009-01-15,MelbourneAirport,13.8,23.1,0.0,9.2,10.1,SW,44.0,SW,SE,28.0,22.0,56.0,44.0,1015.8,1014.5,7.0,5.0,16.5,21.4,No,No,0.0
9801,2009-01-16,MelbourneAirport,12.7,21.6,0.0,8.6,9.9,WSW,61.0,SW,S,28.0,28.0,59.0,33.0,1017.4,1018.4,7.0,6.0,15.5,19.8,No,No,0.0
9802,2009-01-17,MelbourneAirport,12.5,19.8,0.0,8.8,12.1,S,41.0,SSE,S,28.0,26.0,50.0,44.0,1022.7,1022.7,4.0,2.0,14.5,18.8,No,No,0.0
9803,2009-01-18,MelbourneAirport,7.5,26.3,0.0,6.6,13.0,SSE,31.0,SE,SSE,7.0,20.0,67.0,32.0,1021.9,1019.0,1.0,0.0,14.7,24.5,No,No,0.0
9804,2009-01-19,MelbourneAirport,11.9,37.0,0.0,7.8,13.4,N,54.0,N,WNW,28.0,22.0,22.0,7.0,1013.6,1009.0,1.0,1.0,26.3,35.3,No,No,0.0
9805,2009-01-20,MelbourneAirport,18.4,40.2,0.0,15.8,12.0,SW,100.0,N,SSE,37.0,37.0,18.0,26.0,1005.6,1006.0,1.0,3.0,29.5,29.3,No,No,0.0
9806,2009-01-21,MelbourneAirport,12.8,28.8,0.0,14.4,10.9,S,37.0,NE,SSE,9.0,24.0,73.0,40.0,1010.4,1006.6,7.0,6.0,17.6,27.3,No,No,0.0
9807,2009-01-22,MelbourneAirport,15.1,35.6,0.0,8.0,7.6,W,94.0,NNW,NW,41.0,46.0,57.0,9.0,998.1,994.2,8.0,7.0,27.1,34.7,No,No,0.0
9808,2009-01-23,MelbourneAirport,9.8,32.3,0.0,15.6,12.3,WNW,59.0,N,NW,9.0,24.0,46.0,11.0,1008.1,1002.9,3.0,2.0,16.7,28.9,No,No,0.0
9809,2009-01-24,MelbourneAirport,15.3,24.2,0.0,12.8,11.4,WSW,54.0,WSW,WSW,30.0,30.0,55.0,24.0,1008.1,1011.6,6.0,2.0,17.1,22.7,No,No,0.0
9810,2009-01-25,MelbourneAirport,9.2,29.0,0.0,8.0,13.3,S,39.0,NNE,SE,7.0,24.0,54.0,18.0,1018.3,1016.4,0.0,0.0,16.9,28.0,No,No,0.0
9811,2009-01-26,MelbourneAirport,11.4,24.8,0.0,7.2,12.7,SSE,46.0,SSE,SSE,13.0,26.0,72.0,46.0,1022.3,1020.8,7.0,1.0,16.7,23.8,No,No,0.0
9812,2009-01-27,MelbourneAirport,14.9,36.0,0.0,7.6,12.3,N,37.0,NNE,SSE,7.0,26.0,71.0,22.0,1017.8,1014.0,1.0,1.0,19.1,34.2,No,No,0.0
9813,2009-01-28,MelbourneAirport,16.6,43.1,0.0,12.0,13.4,N,50.0,N,NNW,24.0,15.0,18.0,7.0,1012.3,1009.3,0.0,1.0,31.2,41.6,No,No,0.0
9814,2009-01-29,MelbourneAirport,30.5,44.2,0.0,20.4,10.3,N,59.0,N,N,39.0,26.0,15.0,10.0,1011.2,1009.6,1.0,4.0,35.4,42.4,No,No,0.0
9815,2009-01-30,MelbourneAirport,23.9,44.2,0.0,18.6,12.8,N,50.0,N,N,15.0,22.0,23.0,8.0,1012.2,1009.3,1.0,1.0,33.9,42.9,No,No,0.0
9816,2009-01-31,MelbourneAirport,19.6,31.6,0.0,14.2,10.8,SSW,46.0,SW,S,7.0,26.0,52.0,39.0,1013.7,1014.3,1.0,6.0,25.0,30.9,No,No,0.0
9817,2009-02-01,MelbourneAirport,18.1,34.1,0.0,7.6,7.1,SSW,39.0,SSW,ESE,11.0,11.0,75.0,46.0,1016.8,1012.5,7.0,7.0,20.8,31.7,No,No,0.0
9818,2009-02-02,MelbourneAirport,18.7,28.8,0.0,6.6,2.7,S,37.0,WSW,S,7.0,26.0,81.0,55.0,1012.4,1010.3,8.0,7.0,20.8,27.1,No,No,0.0
9819,2009-02-03,MelbourneAirport,18.8,28.7,0.0,4.2,8.4,SSW,52.0,S,S,15.0,28.0,86.0,43.0,1013.2,1010.7,7.0,3.0,20.3,27.9,No,No,0.0
9820,2009-02-04,MelbourneAirport,17.9,31.6,0.0,7.2,11.0,S,35.0,NNE,S,4.0,17.0,72.0,40.0,1009.1,1006.4,7.0,0.0,20.5,29.6,No,No,0.0
9821,2009-02-05,MelbourneAirport,17.0,32.2,0.0,8.0,13.1,SSE,39.0,WSW,SSE,11.0,24.0,50.0,52.0,1005.7,1007.6,0.0,1.0,24.9,25.6,No,No,0.0
9822,2009-02-06,MelbourneAirport,17.6,33.5,0.0,8.8,8.5,S,44.0,SSE,SSE,11.0,19.0,73.0,39.0,1010.6,1007.3,7.0,1.0,18.9,29.0,No,No,0.0
9823,2009-02-07,MelbourneAirport,18.8,46.8,0.0,10.8,8.5,SW,83.0,N,NW,54.0,39.0,21.0,10.0,1003.1,998.8,2.0,1.0,32.7,46.1,No,Yes,1.8
9824,2009-02-08,MelbourneAirport,16.9,20.9,1.8,20.2,2.3,S,44.0,SW,SSE,20.0,28.0,74.0,59.0,1012.6,1014.0,7.0,7.0,18.4,20.0,Yes,No,0.2
9825,2009-02-09,MelbourneAirport,14.3,20.3,0.2,7.4,9.0,SSE,56.0,SSE,S,33.0,35.0,48.0,38.0,1016.6,1016.4,6.0,4.0,15.7,17.8,No,No,0.2
9826,2009-02-10,MelbourneAirport,11.5,19.7,0.2,7.2,10.0,SSE,54.0,SSW,S,26.0,33.0,46.0,37.0,1017.0,1017.0,4.0,6.0,14.5,17.1,No,Yes,1.8
9827,2009-02-11,MelbourneAirport,11.6,17.7,1.8,6.8,0.7,SSE,54.0,S,S,31.0,33.0,56.0,44.0,1019.1,1019.2,7.0,7.0,13.8,16.7,Yes,Yes,1.2
9828,2009-02-12,MelbourneAirport,12.9,22.9,1.2,5.8,10.9,SSE,57.0,S,SE,17.0,35.0,78.0,35.0,1021.2,1020.5,7.0,5.0,14.8,22.0,Yes,No,0.0
9829,2009-02-13,MelbourneAirport,6.9,26.4,0.0,7.8,11.8,S,43.0,W,SSE,13.0,11.0,65.0,22.0,1025.7,1023.2,0.0,0.0,12.8,24.3,No,No,0.0
9830,2009-02-14,MelbourneAirport,10.5,27.3,0.0,5.8,12.3,SSE,41.0,W,SE,7.0,26.0,59.0,26.0,1022.8,1019.3,0.0,0.0,16.0,26.4,No,No,0.0
9831,2009-02-15,MelbourneAirport,11.8,27.5,0.0,6.8,11.7,S,54.0,SW,S,2.0,28.0,82.0,32.0,1018.6,1016.4,4.0,6.0,15.7,25.9,No,No,0.0
9832,2009-02-16,MelbourneAirport,13.2,29.0,0.0,7.8,12.2,SSW,37.0,SW,SSW,7.0,22.0,77.0,33.0,1019.5,1016.2,0.0,1.0,17.4,27.5,No,No,0.0
9833,2009-02-17,MelbourneAirport,13.0,31.2,0.0,8.2,12.0,N,37.0,NNE,S,20.0,19.0,35.0,20.0,1016.5,1013.5,0.0,2.0,21.4,30.4,No,No,0.0
9834,2009-02-18,MelbourneAirport,13.7,30.0,0.0,9.4,7.7,SSE,35.0,W,SSE,9.0,26.0,80.0,31.0,1013.0,1009.2,4.0,2.0,17.5,28.9,No,No,0.0
9835,2009-02-19,MelbourneAirport,13.7,30.4,0.0,6.6,11.3,SSE,37.0,W,S,15.0,22.0,82.0,23.0,1009.0,1007.0,1.0,1.0,18.2,29.5,No,No,0.0
9836,2009-02-20,MelbourneAirport,15.9,25.9,0.0,8.0,7.4,S,46.0,SW,SW,19.0,28.0,74.0,34.0,1013.1,1012.6,7.0,3.0,16.4,24.2,No,No,0.8
9837,2009-02-21,MelbourneAirport,14.3,22.9,0.8,6.4,8.9,SSE,44.0,S,S,22.0,30.0,73.0,48.0,1017.4,1017.3,7.0,4.0,16.8,21.2,No,No,0.0
9838,2009-02-22,MelbourneAirport,16.1,26.4,0.0,6.4,10.1,SSE,35.0,SSE,SSE,13.0,19.0,73.0,46.0,1017.6,1014.0,7.0,1.0,17.4,25.0,No,No,0.0
9839,2009-02-23,MelbourneAirport,13.4,35.0,0.0,6.6,9.0,SW,56.0,N,WNW,24.0,28.0,46.0,10.0,1010.6,1007.8,6.0,2.0,21.1,33.2,No,No,0.0
9840,2009-02-24,MelbourneAirport,9.5,20.4,0.0,10.6,12.2,SSE,50.0,SW,SSE,19.0,28.0,47.0,39.0,1018.8,1018.9,2.0,2.0,14.8,18.7,No,No,0.0
9841,2009-02-25,MelbourneAirport,12.1,21.7,0.0,7.6,3.4,S,37.0,SSW,S,17.0,20.0,72.0,53.0,1020.4,1019.4,8.0,7.0,14.8,19.4,No,No,0.0
9842,2009-02-26,MelbourneAirport,12.7,30.6,0.0,4.4,11.0,SSE,35.0,WSW,SSE,9.0,20.0,78.0,31.0,1019.0,1016.1,3.0,1.0,16.0,28.3,No,No,0.0
9843,2009-02-27,MelbourneAirport,14.6,35.5,0.0,7.8,8.7,N,72.0,N,NNW,48.0,31.0,35.0,16.0,1013.2,1010.7,5.0,2.0,22.7,32.3,No,No,0.0
9844,2009-02-28,MelbourneAirport,14.2,22.7,0.0,12.4,6.3,S,48.0,SW,SSE,17.0,31.0,65.0,41.0,1013.2,1011.9,7.0,1.0,15.9,21.3,No,No,0.6
9845,2009-03-01,MelbourneAirport,12.4,19.9,0.6,6.2,0.8,SE,41.0,SSW,S,17.0,28.0,91.0,58.0,1014.8,1014.6,7.0,7.0,13.8,17.9,No,No,0.0
9846,2009-03-02,MelbourneAirport,13.8,26.5,0.0,4.6,10.1,SSE,37.0,SE,E,17.0,9.0,58.0,32.0,1015.7,1011.6,7.0,1.0,15.8,26.1,No,Yes,1.2
9847,2009-03-03,MelbourneAirport,15.7,32.4,1.2,7.6,1.0,N,93.0,N,N,35.0,61.0,51.0,33.0,1008.8,1001.5,7.0,7.0,18.7,29.1,Yes,Yes,2.6
9848,2009-03-04,MelbourneAirport,11.4,18.6,2.6,10.0,4.4,W,63.0,NW,W,15.0,44.0,49.0,45.0,1012.5,1012.3,1.0,7.0,14.4,16.7,Yes,No,0.6
9849,2009-03-05,MelbourneAirport,11.3,16.1,0.6,4.6,0.2,SW,52.0,SW,S,28.0,30.0,77.0,70.0,1015.8,1016.2,7.0,8.0,13.0,14.7,No,Yes,2.2
9850,2009-03-06,MelbourneAirport,10.7,20.0,2.2,2.6,5.4,SW,39.0,WSW,SSW,19.0,15.0,92.0,50.0,1016.4,1015.2,7.0,7.0,11.7,17.5,Yes,No,0.0
9851,2009-03-07,MelbourneAirport,11.7,21.0,0.0,3.4,6.4,SW,33.0,W,SSE,13.0,26.0,63.0,54.0,1016.5,1015.9,7.0,7.0,15.2,19.0,No,No,0.0
9852,2009-03-08,MelbourneAirport,12.5,19.9,0.0,4.2,5.0,SSE,41.0,SE,S,20.0,24.0,63.0,47.0,1021.1,1020.4,7.0,3.0,14.2,18.4,No,No,0.0
9853,2009-03-09,MelbourneAirport,8.9,25.5,0.0,4.2,10.1,S,31.0,WSW,SW,13.0,9.0,79.0,39.0,1021.3,1018.5,7.0,1.0,13.5,23.8,No,No,0.0
9854,2009-03-10,MelbourneAirport,13.5,27.2,0.0,4.0,6.2,SW,30.0,SW,SSW,17.0,9.0,85.0,50.0,1020.8,1018.9,8.0,7.0,15.8,24.0,No,No,0.0
9855,2009-03-11,MelbourneAirport,15.1,30.3,0.0,4.6,5.5,ESE,39.0,N,WNW,7.0,4.0,84.0,37.0,1021.2,1018.1,7.0,6.0,17.8,27.9,No,Yes,4.0
