,Unnamed: 0,Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,RainfallTomorrow
300,69446,2014-11-22,Melbourne,13.4,31.4,,6.8,4.6,N,61.0,N,N,17.0,39.0,66.0,24.0,1010.9,1007.8,,,17.4,28.3,,,
301,69448,2014-11-24,Melbourne,15.7,19.9,2.0,7.8,0.4,N,63.0,WSW,SW,9.0,26.0,79.0,88.0,1009.1,1006.5,7.0,,17.5,18.3,Yes,,
302,69458,2014-12-04,Melbourne,17.6,27.7,8.6,1.8,11.8,SSE,35.0,SE,SSE,7.0,19.0,77.0,54.0,1010.2,1008.1,7.0,6.0,20.8,25.9,Yes,,
303,69459,2014-12-05,Melbourne,17.7,21.4,,6.6,0.1,S,35.0,SSW,S,15.0,26.0,78.0,75.0,1008.5,1007.3,8.0,8.0,19.3,20.5,,,
304,69460,2014-12-06,Melbourne,15.6,22.9,,3.6,1.4,SE,43.0,S,S,19.0,28.0,86.0,61.0,1008.9,1006.2,,,16.7,22.1,,,
305,69474,2014-12-20,Melbourne,12.6,23.8,0.0,5.4,13.4,S,35.0,SSW,ESE,13.0,13.0,59.0,41.0,1019.3,1017.5,,,16.4,22.4,No,,
306,69475,2014-12-21,Melbourne,13.7,33.8,,7.2,11.6,S,43.0,NE,NE,9.0,11.0,64.0,23.0,1014.6,1011.4,,,19.2,32.1,,,
307,69491,2015-01-06,Melbourne,17.6,,0.0,6.6,11.6,S,35.0,ENE,SSE,7.0,22.0,64.0,,1020.2,,3.0,,20.7,,No,,
308,69492,2015-01-07,Melbourne,,,,8.0,11.8,N,61.0,N,W,35.0,24.0,,,,,,,,,,,
309,69493,2015-01-08,Melbourne,,,,14.4,1.1,N,61.0,WNW,WSW,17.0,33.0,,,,,,,,,,,
310,69494,2015-01-09,Melbourne,,,,4.0,0.0,S,31.0,S,S,11.0,17.0,,,,,,,,,,,
311,69495,2015-01-10,Melbourne,,,,4.2,0.0,S,26.0,W,S,7.0,15.0,,,,,,,,,,,
312,69496,2015-01-11,Melbourne,,,,1.2,8.3,S,43.0,SE,SSE,26.0,19.0,,,,,,,,,,,
313,69497,2015-01-12,Melbourne,,,,6.0,13.3,SSE,41.0,W,SSE,7.0,20.0,,,,,,,,,,,
314,69498,2015-01-13,Melbourne,,,,9.4,3.1,N,65.0,NNE,NNE,24.0,31.0,,,,,,,,,,,
315,69499,2015-01-14,Melbourne,,,,4.8,2.1,SW,57.0,WSW,WSW,28.0,35.0,,,,,,,,,,,
316,69500,2015-01-15,Melbourne,,,,5.0,1.6,W,39.0,WSW,S,26.0,24.0,,,,,,,,,,,
317,69501,2015-01-16,Melbourne,,,,4.2,11.7,W,50.0,NW,WNW,9.0,30.0,,,,,,,,,,,
318,69502,2015-01-17,Melbourne,,,,9.6,11.7,W,50.0,WSW,WSW,31.0,28.0,,,,,,,,,,,
319,69503,2015-01-18,Melbourne,,,,10.6,5.4,SSE,46.0,SW,S,24.0,28.0,,,,,,,,,,,
320,69504,2015-01-19,Melbourne,,,,8.0,10.0,SE,39.0,SE,S,17.0,22.0,,,,,,,,,,,
321,69505,2015-01-20,Melbourne,,,,9.8,0.9,N,63.0,N,N,39.0,33.0,,,,,,,,,,,
322,69506,2015-01-21,Melbourne,,,,6.6,11.1,N,52.0,NNE,NNW,24.0,17.0,,,,,,,,,,,
323,69507,2015-01-22,Melbourne,,,,11.4,10.0,S,50.0,,NNW,0.0,24.0,,,,,,,,,,,
324,69508,2015-01-23,Melbourne,,,,10.2,12.0,SSE,44.0,S,SSE,11.0,31.0,,,,,,,,,,,
325,69509,2015-01-24,Melbourne,,,,9.6,13.1,S,37.0,N,SSE,6.0,24.0,,,,,,,,,,,
326,69510,2015-01-25,Melbourne,,,,8.2,11.0,SW,59.0,SW,WSW,28.0,37.0,,,,,,,,,,,
327,69511,2015-01-26,Melbourne,,,,8.2,8.9,SSE,48.0,SW,SSE,7.0,28.0,,,,,,,,,,,
328,69512,2015-01-27,Melbourne,,,,6.2,4.6,SSE,52.0,SSE,S,24.0,33.0,,,,,,,,,,,
329,69513,2015-01-28,Melbourne,,,,6.0,12.5,S,63.0,SSE,SSE,30.0,35.0,,,,,,,,,,,
330,69514,2015-01-29,Melbourne,,,,9.0,12.8,SSE,56.0,SE,S,28.0,39.0,,,,,,,,,,,
331,69515,2015-01-30,Melbourne,,,,8.0,11.8,SSE,59.0,SSE,S,19.0,30.0,,,,,,,,,,,
332,69516,2015-01-31,Melbourne,,,,8.0,9.0,S,52.0,SW,SSW,20.0,24.0,,,,,,,,,,,
333,69517,2015-02-01,Melbourne,,,,6.6,0.3,S,50.0,WSW,SSW,19.0,28.0,,,,,,,,,,,
334,69518,2015-02-02,Melbourne,,,,3.4,7.7,SSE,50.0,SSW,SSE,17.0,30.0,,,,,,,,,,,
335,69519,2015-02-03,Melbourne,,,,5.0,8.6,SSE,44.0,SSW,S,15.0,17.0,,,,,,,,,,,
336,69520,2015-02-04,Melbourne,,,,8.0,6.7,S,46.0,SSE,S,30.0,28.0,,,,,,,,,,,
337,69521,2015-02-05,Melbourne,,,,5.6,12.9,S,37.0,W,S,4.0,20.0,,,,,,,,,,,
338,69522,2015-02-06,Melbourne,,,,8.2,11.9,NE,48.0,N,N,9.0,24.0,,,,,,,,,,,
339,69523,2015-02-07,Melbourne,,,,14.4,5.9,N,72.0,N,NW,46.0,26.0,,,,,,,,,,,
340,69524,2015-02-08,Melbourne,,,,12.8,5.8,S,39.0,SSW,SSE,22.0,22.0,,,,,,,,,,,
341,69525,2015-02-09,Melbourne,,,,4.2,12.6,SSW,35.0,SSE,SSW,24.0,19.0,,,,,,,,,,,
342,69526,2015-02-10,Melbourne,,,,6.8,12.5,NNE,41.0,WSW,S,7.0,22.0,,,,,,,,,,,
343,69527,2015-02-11,Melbourne,,,,8.6,11.1,N,54.0,N,SSE,20.0,19.0,,,,,,,,,,,
344,69528,2015-02-12,Melbourne,,,,9.2,7.0,SSE,35.0,SE,S,24.0,17.0,,,,,,,,,,,
345,69529,2015-02-13,Melbourne,,,,7.4,6.1,N,54.0,NNE,N,28.0,24.0,,,,,,,,,,,
346,69530,2015-02-14,Melbourne,,,,7.0,8.9,SSE,41.0,W,SSE,9.0,20.0,,,,,,,,,,,
347,69531,2015-02-15,Melbourne,,,,5.0,11.4,N,44.0,NE,ENE,15.0,9.0,,,,,,,,,,,
348,69532,2015-02-16,Melbourne,,,,10.6,12.4,WSW,43.0,SW,SSE,17.0,24.0,,,,,,,,,,,
349,69533,2015-02-17,Melbourne,,,,10.8,0.7,S,31.0,SSE,S,20.0,17.0,,,,,,,,,,,
350,69534,2015-02-18,Melbourne,,,,2.2,0.5,SSE,30.0,S,SSE,13.0,19.0,,,,,,,,,,,
351,69535,2015-02-19,Melbourne,,,,3.0,10.4,S,33.0,WNW,SSE,7.0,19.0,,,,,,,,,,,
352,69536,2015-02-20,Melbourne,,,,6.6,12.7,S,33.0,SW,S,6.0,24.0,,,,,,,,,,,
353,69537,2015-02-21,Melbourne,,,,7.2,11.1,S,56.0,ENE,WNW,15.0,19.0,,,,,,,,,,,
354,69538,2015-02-22,Melbourne,,,,12.4,2.7,N,63.0,N,N,48.0,26.0,,,,,,,,,,,
355,69539,2015-02-23,Melbourne,,,,10.8,2.5,N,63.0,N,S,46.0,19.0,,,,,,,,,,,
356,69540,2015-02-24,Melbourne,,,,6.4,8.7,S,48.0,SSE,S,30.0,33.0,,,,,,,,,,,
357,69541,2015-02-25,Melbourne,,,,6.0,9.4,SSE,31.0,SW,SE,6.0,13.0,,,,,,,,,,,
358,69542,2015-02-26,Melbourne,,,,5.6,8.3,SSE,37.0,W,SSE,9.0,19.0,,,,,,,,,,,
359,69543,2015-02-27,Melbourne,,,,5.0,7.9,SSE,33.0,WSW,ESE,11.0,6.0,,,,,,,,,,,
360,69544,2015-02-28,Melbourne,,,,5.0,2.7,WSW,122.0,N,NNE,26.0,35.0,,,,,,,,,,,
361,69545,2015-03-01,Melbourne,,,,10.2,11.0,SSE,44.0,SW,S,19.0,28.0,,,,,,,,,,,
362,69546,2015-03-02,Melbourne,,,,5.6,8.8,S,24.0,N,S,6.0,17.0,,,,,,,,,,,
363,69547,2015-03-03,Melbourne,,,,4.4,10.9,SSW,30.0,SW,S,13.0,17.0,,,,,,,,,,,
364,69548,2015-03-04,Melbourne,,,,5.0,10.8,W,41.0,W,WNW,17.0,11.0,,,,,,,,,,,
365,69549,2015-03-05,Melbourne,,,,8.4,11.2,SW,70.0,SW,S,26.0,24.0,,,,,,,,,,,
366,69550,2015-03-06,Melbourne,,,,7.0,1.4,WSW,56.0,W,WSW,30.0,24.0,,,,,,,,,,,
367,69551,2015-03-07,Melbourne,,,,2.8,5.6,W,35.0,NW,WSW,13.0,20.0,,,,,,,,,,,
368,69552,2015-03-08,Melbourne,,,,3.0,8.8,S,37.0,S,WSW,7.0,19.0,,,,,,,,,,,
369,69553,2015-03-09,Melbourne,,,,5.4,7.7,SSW,46.0,WNW,SSE,13.0,20.0,,,,,,,,,,,
370,69554,2015-03-10,Melbourne,,,,5.4,9.0,SSE,33.0,SW,S,9.0,13.0,,,,,,,,,,,
371,69555,2015-03-11,Melbourne,,,,7.8,11.0,SSE,39.0,NW,S,15.0,24.0,,,,,,,,,,,
372,69556,2015-03-12,Melbourne,,,,6.2,6.4,S,48.0,WSW,SSE,26.0,28.0,,,,,,,,,,,
373,69557,2015-03-13,Melbourne,,,,6.6,9.9,SE,41.0,SE,SSW,19.0,24.0,,,,,,,,,,,
374,69558,2015-03-14,Melbourne,,,,6.4,9.2,SSE,48.0,N,WNW,33.0,24.0,,,,,,,,,,,
375,69559,2015-03-15,Melbourne,,,,7.4,6.5,SSE,46.0,SSE,SSE,26.0,20.0,,,,,,,,,,,
376,69560,2015-03-16,Melbourne,,,,5.2,3.8,N,56.0,N,NNE,15.0,26.0,,,,,,,,,,,
377,69561,2015-03-17,Melbourne,,,,6.4,0.3,N,69.0,N,N,39.0,50.0,,,,,,,,,,,
378,69562,2015-03-18,Melbourne,,,,7.8,8.1,WSW,31.0,NW,WNW,13.0,7.0,,,,,,,,,,,
379,69563,2015-03-19,Melbourne,,,,5.8,10.1,N,80.0,N,N,56.0,44.0,,,,,,,,,,,
380,69564,2015-03-20,Melbourne,,,,12.4,10.4,SSW,48.0,W,S,13.0,26.0,,,,,,,,,,,
381,69565,2015-03-21,Melbourne,,,,5.6,11.2,SSE,41.0,SE,S,17.0,15.0,,,,,,,,,,,
382,69566,2015-03-22,Melbourne,,,,5.6,10.7,N,52.0,N,N,9.0,28.0,,,,,,,,,,,
383,69567,2015-03-23,Melbourne,,,,9.6,0.5,N,63.0,N,NW,41.0,24.0,,,,,,,,,,,
384,69568,2015-03-24,Melbourne,,,,7.2,0.0,SSW,46.0,SW,SSW,20.0,30.0,,,,,,,,,,,
385,69569,2015-03-25,Melbourne,,,,6.2,6.3,S,31.0,W,N,7.0,13.0,,,,,,,,,,,
386,69570,2015-03-26,Melbourne,,,,2.4,7.5,NW,72.0,N,NW,15.0,31.0,,,,,,,,,,,
387,69571,2015-03-27,Melbourne,,,,6.4,4.4,WSW,59.0,WSW,SW,31.0,35.0,,,,,,,,,,,
388,69572,2015-03-28,Melbourne,,,,4.8,5.5,SSE,26.0,WSW,W,9.0,9.0,,,,,,,,,,,
389,69573,2015-03-29,Melbourne,,,,2.6,11.4,SSE,39.0,N,SSE,19.0,19.0,,,,,,,,,,,
390,69574,2015-03-30,Melbourne,,,,5.2,11.1,S,35.0,WNW,S,11.0,26.0,,,,,,,,,,,
391,69575,2015-03-31,Melbourne,,,,4.2,10.9,SSE,33.0,N,SE,9.0,13.0,,,,,,,,,,,
392,69576,2015-04-01,Melbourne,,,,6.6,3.9,N,61.0,N,NNW,41.0,37.0,,,,,,,,,,,
393,69577,2015-04-02,Melbourne,,,,8.6,10.1,SW,56.0,WSW,S,24.0,37.0,,,,,,,,,,,
394,69578,2015-04-03,Melbourne,,,,5.8,10.8,SSE,41.0,,S,0.0,28.0,,,,,,,,,,,
395,69579,2015-04-04,Melbourne,,,,4.2,8.8,SE,28.0,N,S,17.0,13.0,,,,,,,,,,,
396,69580,2015-04-05,Melbourne,,,,4.6,3.5,SSW,37.0,W,SSE,13.0,19.0,,,,,,,,,,,
397,69581,2015-04-06,Melbourne,,,,4.0,1.3,S,28.0,NW,S,6.0,9.0,,,,,,,,,,,
398,69582,2015-04-07,Melbourne,,,,2.6,0.0,SSW,61.0,SSW,S,15.0,33.0,,,,,,,,,,,
399,69583,2015-04-08,Melbourne,,,,3.8,5.9,S,46.0,SW,S,24.0,31.0,,,,,,,,,,,
400,69584,2015-04-09,Melbourne,,,,1.6,7.9,S,33.0,SSW,S,11.0,19.0,,,,,,,,,,,
401,69585,2015-04-10,Melbourne,,,,3.0,10.5,S,30.0,SW,S,4.0,17.0,,,,,,,,,,,
402,69586,2015-04-11,Melbourne,,,,4.0,8.2,S,37.0,N,SW,9.0,13.0,,,,,,,,,,,
403,69587,2015-04-12,Melbourne,,,,3.2,6.3,S,37.0,SSE,S,11.0,24.0,,,,,,,,,,,
404,69588,2015-04-13,Melbourne,,,,3.0,7.2,SSE,22.0,W,SSE,7.0,11.0,,,,,,,,,,,
405,69589,2015-04-14,Melbourne,,,,2.4,2.1,N,59.0,NNE,NNE,11.0,26.0,,,,,,,,,,,
406,69590,2015-04-15,Melbourne,,,,4.4,9.3,N,70.0,NE,N,19.0,30.0,,,,,,,,,,,
407,69591,2015-04-16,Melbourne,,,,6.6,3.6,WSW,33.0,WSW,SSE,24.0,17.0,,,,,,,,,,,
408,69592,2015-04-17,Melbourne,,,,3.2,1.4,NNE,31.0,WNW,NNW,6.0,7.0,,,,,,,,,,,
409,69593,2015-04-18,Melbourne,,,,1.8,5.7,WSW,54.0,SW,WNW,7.0,17.0,,,,,,,,,,,
410,69594,2015-04-19,Melbourne,,,,2.4,6.1,SSE,59.0,WSW,SSE,26.0,46.0,,,,,,,,,,,
411,69595,2015-04-20,Melbourne,,,,2.4,9.3,SSE,50.0,SSW,S,9.0,31.0,,,,,,,,,,,
412,69596,2015-04-21,Melbourne,,,,3.2,8.5,SSE,44.0,SSW,S,11.0,31.0,,,,,,,,,,,
413,69597,2015-04-22,Melbourne,,,,2.8,3.0,S,43.0,SSW,S,13.0,28.0,,,,,,,,,,,
414,69598,2015-04-23,Melbourne,,,,,1.6,S,30.0,S,SSW,15.0,19.0,,,,,,,,,,,
415,69599,2015-04-24,Melbourne,,,,0.8,1.8,W,48.0,N,WNW,13.0,19.0,,,,,,,,,,,
416,69600,2015-04-25,Melbourne,,,,2.6,0.0,SW,37.0,,WSW,0.0,13.0,,,,,,,,,,,
417,69601,2015-04-26,Melbourne,,,,1.1,2.4,WSW,44.0,SW,SSW,20.0,19.0,,,,,,,,,,,
418,69602,2015-04-27,Melbourne,,,,2.8,3.3,SW,37.0,WSW,S,22.0,19.0,,,,,,,,,,,
419,69603,2015-04-28,Melbourne,,,,1.8,1.8,S,35.0,WSW,S,9.0,17.0,,,,,,,,,,,
420,69604,2015-04-29,Melbourne,,,,1.6,9.0,SSE,20.0,NNW,S,6.0,4.0,,,,,,,,,,,
421,69605,2015-04-30,Melbourne,,,,1.6,10.1,SSE,28.0,N,SSE,11.0,15.0,,,,,,,,,,,
422,69606,2015-05-01,Melbourne,,,,2.0,10.0,NNE,43.0,NNE,NNE,13.0,24.0,,,,,,,,,,,
423,69607,2015-05-02,Melbourne,,,,5.4,4.1,N,59.0,N,N,28.0,30.0,,,,,,,,,,,
424,69608,2015-05-03,Melbourne,,,,3.2,7.6,S,26.0,N,S,9.0,11.0,,,,,,,,,,,
425,69609,2015-05-04,Melbourne,,,,2.8,9.0,N,78.0,NNW,N,11.0,35.0,,,,,,,,,,,
426,69610,2015-05-05,Melbourne,,,,7.4,6.1,W,76.0,N,WNW,26.0,44.0,,,,,,,,,,,
427,69611,2015-05-06,Melbourne,,,,5.2,5.6,NNW,52.0,NNW,NW,30.0,28.0,,,,,,,,,,,
428,69612,2015-05-07,Melbourne,,,,3.2,4.0,WSW,52.0,WNW,W,30.0,30.0,,,,,,,,,,,
429,69613,2015-05-08,Melbourne,,,,1.8,2.2,W,44.0,NW,NW,13.0,19.0,,,,,,,,,,,
430,69614,2015-05-09,Melbourne,,,,3.0,7.2,NNW,59.0,N,NNW,22.0,30.0,,,,,,,,,,,
431,69615,2015-05-10,Melbourne,,,,5.4,2.8,WSW,61.0,NNE,WSW,11.0,41.0,,,,,,,,,,,
432,69616,2015-05-11,Melbourne,,,,2.8,2.5,WSW,57.0,WSW,WSW,33.0,28.0,,,,,,,,,,,
433,69617,2015-05-12,Melbourne,,,,3.0,2.5,WSW,70.0,NW,W,20.0,31.0,,,,,,,,,,,
434,69618,2015-05-13,Melbourne,,,,3.4,4.0,SSW,56.0,W,SW,24.0,28.0,,,,,,,,,,,
435,69619,2015-05-14,Melbourne,,,,2.0,3.1,SW,48.0,WSW,S,30.0,17.0,,,,,,,,,,,
436,69620,2015-05-15,Melbourne,,,,1.0,0.3,SSW,33.0,SW,S,15.0,15.0,,,,,,,,,,,
437,69621,2015-05-16,Melbourne,,,,1.2,7.3,S,24.0,ENE,ESE,7.0,11.0,,,,,,,,,,,
438,69622,2015-05-17,Melbourne,,,,1.4,9.6,NNE,37.0,NNE,NNE,13.0,17.0,,,,,,,,,,,
439,69623,2015-05-18,Melbourne,,,,3.2,8.2,N,61.0,N,NNE,19.0,22.0,,,,,,,,,,,
440,69624,2015-05-19,Melbourne,,,,4.4,0.7,N,61.0,N,NNW,28.0,22.0,,,,,,,,,,,
441,69625,2015-05-20,Melbourne,,,,2.4,6.8,N,57.0,N,NNW,35.0,20.0,,,,,,,,,,,
442,69626,2015-05-21,Melbourne,,,,2.2,0.0,SSW,37.0,SSW,SSW,11.0,13.0,,,,,,,,,,,
443,69627,2015-05-22,Melbourne,,,,0.6,1.4,SSE,41.0,SW,S,13.0,28.0,,,,,,,,,,,
444,69628,2015-05-23,Melbourne,,,,1.4,6.6,SSW,26.0,SSW,SSE,11.0,17.0,,,,,,,,,,,
445,69629,2015-05-24,Melbourne,,,,2.0,4.3,N,31.0,WNW,NNE,13.0,20.0,,,,,,,,,,,
446,69630,2015-05-25,Melbourne,,,,1.4,2.7,N,30.0,N,NNE,19.0,15.0,,,,,,,,,,,
447,69631,2015-05-26,Melbourne,,,,2.0,3.4,N,54.0,N,N,17.0,13.0,,,,,,,,,,,
448,69632,2015-05-27,Melbourne,,,,3.2,6.5,N,61.0,N,N,30.0,37.0,,,,,,,,,,,
449,69633,2015-05-28,Melbourne,,,,4.0,7.4,N,57.0,N,N,39.0,33.0,,,,,,,,,,,
450,69634,2015-05-29,Melbourne,,,,3.2,4.7,W,39.0,N,W,19.0,20.0,,,,,,,,,,,
451,69635,2015-05-30,Melbourne,,,,2.8,8.9,NNW,57.0,NNW,NW,20.0,28.0,,,,,,,,,,,
452,69636,2015-05-31,Melbourne,,,,4.4,3.3,W,52.0,NNW,W,22.0,35.0,,,,,,,,,,,
453,69637,2015-06-01,Melbourne,,,,1.8,6.0,SW,44.0,WSW,SSW,15.0,22.0,,,,,,,,,,,
454,69638,2015-06-02,Melbourne,,,,1.4,0.7,S,30.0,W,S,17.0,17.0,,,,,,,,,,,
455,69639,2015-06-03,Melbourne,,,,0.0,2.0,N,26.0,,WNW,0.0,11.0,,,,,,,,,,,
456,69640,2015-06-04,Melbourne,,,,1.4,3.3,N,65.0,N,N,33.0,26.0,,,,,,,,,,,
457,69641,2015-06-05,Melbourne,,,,2.0,1.3,N,50.0,N,WNW,26.0,17.0,,,,,,,,,,,
458,69642,2015-06-06,Melbourne,,,,0.8,7.2,NNE,48.0,N,NNW,28.0,17.0,,,,,,,,,,,
459,69643,2015-06-07,Melbourne,,,,4.0,3.0,N,85.0,N,N,57.0,37.0,,,,,,,,,,,
460,69644,2015-06-08,Melbourne,,,,3.0,6.8,N,91.0,NNE,NW,26.0,39.0,,,,,,,,,,,
461,69645,2015-06-09,Melbourne,,,,5.0,5.8,WSW,46.0,W,WSW,17.0,31.0,,,,,,,,,,,
462,69646,2015-06-10,Melbourne,,,,1.8,2.9,SSW,31.0,WSW,S,11.0,24.0,,,,,,,,,,,
463,69647,2015-06-11,Melbourne,,,,1.6,8.0,ESE,19.0,N,SSE,13.0,6.0,,,,,,,,,,,
464,69648,2015-06-12,Melbourne,,,,1.2,4.7,N,28.0,NE,ESE,7.0,11.0,,,,,,,,,,,
465,69649,2015-06-13,Melbourne,,,,0.8,5.4,NNE,37.0,N,NNE,28.0,22.0,,,,,,,,,,,
466,69650,2015-06-14,Melbourne,,,,2.6,6.0,N,28.0,N,E,19.0,13.0,,,,,,,,,,,
467,69651,2015-06-15,Melbourne,,,,0.6,3.1,NNE,31.0,,NNE,0.0,13.0,,,,,,,,,,,
468,69652,2015-06-16,Melbourne,,,,1.0,0.0,N,30.0,E,NW,9.0,13.0,,,,,,,,,,,
469,69653,2015-06-17,Melbourne,,,,1.0,0.0,SE,31.0,,S,0.0,13.0,,,,,,,,,,,
470,69654,2015-06-18,Melbourne,,,,1.0,0.0,SE,41.0,SSE,SSE,22.0,24.0,,,,,,,,,,,
471,69655,2015-06-19,Melbourne,,,,0.8,4.9,SSW,31.0,S,SSE,9.0,20.0,,,,,,,,,,,
472,69656,2015-06-20,Melbourne,,,,1.2,3.8,S,22.0,W,S,13.0,11.0,,,,,,,,,,,
473,69657,2015-06-21,Melbourne,,,,0.6,9.1,N,48.0,N,NNE,19.0,28.0,,,,,,,,,,,
474,69658,2015-06-22,Melbourne,,,,3.4,3.4,NNE,74.0,N,N,43.0,35.0,,,,,,,,,,,
475,69659,2015-06-23,Melbourne,,,,2.8,7.8,N,76.0,NNE,NNE,28.0,41.0,,,,,,,,,,,
476,69660,2015-06-24,Melbourne,,,,3.8,6.7,N,63.0,NNW,SSW,20.0,17.0,,,,,,,,,,,
477,69661,2015-06-25,Melbourne,,,,1.6,3.0,SW,41.0,W,WSW,15.0,26.0,,,,,,,,,,,
478,69662,2015-06-26,Melbourne,,,,1.6,5.7,WNW,26.0,WNW,WSW,11.0,11.0,,,,,,,,,,,
479,69663,2015-06-27,Melbourne,,,,2.2,1.2,NNE,35.0,N,N,19.0,20.0,,,,,,,,,,,
480,69664,2015-06-28,Melbourne,,,,1.2,2.1,N,24.0,W,SW,13.0,9.0,,,,,,,,,,,
481,69665,2015-06-29,Melbourne,,,,0.8,3.6,WNW,17.0,,SW,0.0,9.0,,,,,,,,,,,
482,69666,2015-06-30,Melbourne,,,,0.8,3.9,N,20.0,N,SSW,13.0,7.0,,,,,,,,,,,
483,69667,2015-07-01,Melbourne,,,,1.8,3.5,NNW,46.0,WNW,NW,15.0,19.0,,,,,,,,,,,
484,69668,2015-07-02,Melbourne,,,,3.6,5.7,WSW,74.0,W,SSW,22.0,35.0,,,,,,,,,,,
485,69669,2015-07-03,Melbourne,,,,1.4,0.2,WSW,28.0,N,WSW,9.0,17.0,,,,,,,,,,,
486,69670,2015-07-04,Melbourne,,,,2.6,0.0,N,46.0,N,N,31.0,26.0,,,,,,,,,,,
487,69671,2015-07-05,Melbourne,,,,1.0,5.2,N,63.0,N,N,28.0,28.0,,,,,,,,,,,
488,69672,2015-07-06,Melbourne,,,,4.0,0.2,N,57.0,NNE,N,20.0,30.0,,,,,,,,,,,
489,69673,2015-07-07,Melbourne,,,,1.2,2.1,N,39.0,N,SSE,9.0,6.0,,,,,,,,,,,
490,69674,2015-07-08,Melbourne,,,,0.8,7.2,N,39.0,N,N,19.0,20.0,,,,,,,,,,,
491,69675,2015-07-09,Melbourne,,,,2.4,0.1,N,46.0,N,N,22.0,20.0,,,,,,,,,,,
492,69676,2015-07-10,Melbourne,,,,1.8,1.7,N,67.0,N,NNE,26.0,28.0,,,,,,,,,,,
493,69677,2015-07-11,Melbourne,,,,3.2,1.9,N,59.0,NNE,NW,28.0,15.0,,,,,,,,,,,
494,69678,2015-07-12,Melbourne,,,,1.8,0.0,SSW,50.0,W,WSW,17.0,20.0,,,,,,,,,,,
495,69679,2015-07-13,Melbourne,,,,2.8,0.3,WSW,56.0,WSW,WSW,35.0,26.0,,,,,,,,,,,
496,69680,2015-07-14,Melbourne,,,,1.8,0.4,N,65.0,WNW,N,13.0,39.0,,,,,,,,,,,
497,69681,2015-07-15,Melbourne,,,,3.0,2.7,SSE,24.0,N,WSW,9.0,6.0,,,,,,,,,,,
498,69682,2015-07-16,Melbourne,,,,0.2,3.7,SSE,39.0,SSE,S,17.0,26.0,,,,,,,,,,,
499,69683,2015-07-17,Melbourne,,,,1.2,2.0,S,56.0,SW,SSW,20.0,24.0,,,,,,,,,,,
500,69684,2015-07-18,Melbourne,,,,0.8,7.0,S,31.0,SW,SSE,7.0,17.0,,,,,,,,,,,
501,69685,2015-07-19,Melbourne,,,,1.4,8.3,N,24.0,N,NNW,15.0,9.0,,,,,,,,,,,
502,69686,2015-07-20,Melbourne,,,,1.6,9.3,N,50.0,N,N,13.0,28.0,,,,,,,,,,,
503,69687,2015-07-21,Melbourne,,,,4.2,6.4,N,78.0,N,N,43.0,39.0,,,,,,,,,,,
504,69688,2015-07-22,Melbourne,,,,3.4,3.3,N,67.0,NE,NW,13.0,17.0,,,,,,,,,,,
505,69689,2015-07-23,Melbourne,,,,2.0,8.6,N,48.0,N,N,24.0,20.0,,,,,,,,,,,
506,69690,2015-07-24,Melbourne,,,,2.0,4.0,N,52.0,NNE,N,30.0,30.0,,,,,,,,,,,
507,69691,2015-07-25,Melbourne,,,,2.8,3.6,N,70.0,N,N,22.0,26.0,,,,,,,,,,,
508,69692,2015-07-26,Melbourne,,,,2.0,8.2,W,83.0,WNW,W,28.0,22.0,,,,,,,,,,,
509,69693,2015-07-27,Melbourne,,,,3.2,8.3,WSW,44.0,W,WSW,22.0,30.0,,,,,,,,,,,
510,69694,2015-07-28,Melbourne,,,,1.8,8.1,WSW,31.0,W,SW,19.0,22.0,,,,,,,,,,,
511,69695,2015-07-29,Melbourne,,,,2.8,3.8,NNE,43.0,N,N,22.0,24.0,,,,,,,,,,,
512,69696,2015-07-30,Melbourne,,,,2.8,2.6,N,87.0,NNE,N,30.0,65.0,,,,,,,,,,,
513,69697,2015-07-31,Melbourne,,,,3.2,9.6,N,57.0,NNW,N,11.0,26.0,,,,,,,,,,,
514,69698,2015-08-01,Melbourne,,,,3.6,0.0,N,80.0,WSW,SW,22.0,17.0,,,,,,,,,,,
515,69699,2015-08-02,Melbourne,,,,1.4,6.5,WNW,52.0,N,WNW,19.0,31.0,,,,,,,,,,,
516,69700,2015-08-03,Melbourne,,,,3.2,5.6,W,56.0,W,SSW,24.0,22.0,,,,,,,,,,,
517,69701,2015-08-04,Melbourne,,,,3.0,3.1,N,39.0,WNW,WNW,20.0,19.0,,,,,,,,,,,
518,69702,2015-08-05,Melbourne,,,,1.8,4.2,SW,59.0,W,SW,19.0,35.0,,,,,,,,,,,
519,69703,2015-08-06,Melbourne,,,,1.4,1.0,SW,41.0,WSW,SW,19.0,24.0,,,,,,,,,,,
520,69704,2015-08-07,Melbourne,,,,1.4,1.5,WSW,30.0,WSW,SSW,11.0,13.0,,,,,,,,,,,
521,69705,2015-08-08,Melbourne,,,,1.2,0.0,N,26.0,NNW,SE,6.0,15.0,,,,,,,,,,,
522,69706,2015-08-09,Melbourne,,,,1.4,0.1,NNE,54.0,N,N,26.0,30.0,,,,,,,,,,,
